# X Position [mm]	X Current [A]	Y Position [mm]	Y Current [A]	D Position [mm]	D Current [A]
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
-1.979899e+01	2.624182e-10	1.979899e+01	-8.393604e-09	0.000000e+00	0.000000e+00
