0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 -0.000000000000e+00 -1.771593291607e-08
3.646300000000e-03 9.004760054841e-06 -5.480300000000e-03 3.679156815958e-03 -5.123102691544e+05 -8.649919648552e-05
-4.975800000000e-04 3.552549470850e-03 -8.434200000000e-03 2.402730557168e-03 5.831696694515e+06 -6.131720878799e-05
-1.446900000000e-04 3.064452206007e-03 -4.521000000000e-03 3.182534951131e-03 8.556887274849e+06 -1.363400194857e-04
-5.695200000000e-03 3.185837995250e-03 8.952900000000e-04 -2.477051790085e-03 7.940670259130e+06 -1.131912300053e-05
4.832900000000e-04 -2.363933180586e-05 5.407100000000e-04 -5.401033427018e-04 6.484031028557e+06 -1.972905123798e-04
2.804400000000e-03 4.644107440164e-03 -3.324200000000e-03 4.510598601871e-03 -6.896740846794e+06 8.715667247206e-05
1.227100000000e-03 -3.104677843052e-04 -6.050200000000e-03 -1.840231229808e-03 -5.857812293919e+06 -1.986107839192e-04
4.201700000000e-03 -3.546853198301e-03 2.429500000000e-03 1.242703307914e-03 -1.440247524564e+07 -2.316230603720e-04
1.588300000000e-03 -1.626296861711e-03 1.687100000000e-04 -2.265417030174e-03 -1.277955743801e+07 -1.210029647670e-04
3.543600000000e-03 6.281206478865e-03 -5.891300000000e-03 4.717228556877e-03 1.198053122647e+07 -1.750212508605e-04
-6.744200000000e-03 8.090932959482e-04 -9.589700000000e-03 5.317227350348e-03 1.450249243485e+07 -5.561183558855e-05
2.824900000000e-03 -4.001969571225e-03 -3.753500000000e-04 -1.840340021209e-03 6.161614506131e+06 -2.288787659383e-05
-9.068500000000e-03 4.835870431987e-03 -9.624500000000e-05 -7.127530307841e-04 -1.104439811806e+05 2.126535405845e-04
3.568800000000e-04 -4.609783317193e-03 5.191300000000e-03 -1.007852625900e-03 1.395795440473e+06 -3.586833549434e-05
-9.092700000000e-05 -6.462570792493e-03 -1.865600000000e-03 -8.222262358276e-04 1.509287167669e+06 1.869285395451e-04
1.252400000000e-03 -3.722187959677e-03 -1.483300000000e-03 7.111623357504e-05 1.078018604324e+07 1.649122888355e-04
-2.400600000000e-04 -1.774793846522e-04 7.040400000000e-06 -1.684089050286e-03 2.750472703161e+05 5.431381655061e-05
-8.568500000000e-04 7.710260567948e-05 2.895100000000e-03 -6.893205791853e-04 1.073781765059e+06 1.897080317556e-04
1.572600000000e-03 3.670963747128e-04 -9.890800000000e-04 -5.174694673950e-04 7.521153715517e+06 1.537940057956e-04
4.270000000000e-03 -4.860476755984e-03 6.299300000000e-03 -3.705620917308e-03 -5.942826904744e+06 2.402474305724e-04
2.040400000000e-03 -6.043884937785e-04 -4.969200000000e-03 2.950129577760e-03 1.131388887786e+07 1.840740528652e-04
-3.266500000000e-03 -8.285226730272e-03 -3.172000000000e-03 2.011787955891e-03 1.519844537641e+07 -6.903274690241e-05
1.654700000000e-03 1.157352385916e-03 -3.909300000000e-03 2.473839474624e-03 -4.907926821989e+06 2.218465909411e-04
1.706000000000e-03 -3.354263208851e-03 3.131600000000e-03 -7.465415031025e-03 1.594440691257e+07 -2.456864962273e-04
2.164600000000e-03 -2.359986648546e-03 -1.091000000000e-04 -3.557832141178e-03 -1.336979776709e+07 1.305871815244e-04
3.744000000000e-03 -4.714125976354e-04 -9.485200000000e-04 -6.642286681732e-04 1.349204099834e+07 -2.274470807328e-04
-1.390800000000e-03 2.780291340007e-04 -3.649300000000e-03 1.163587119354e-03 9.930317760513e+06 -1.822025718546e-04
5.038000000000e-04 6.334661119887e-03 6.666900000000e-03 -6.971057213893e-03 -3.635069176581e+04 3.822397719021e-05
-7.937300000000e-04 7.574696126090e-04 -1.380800000000e-03 -5.235906085759e-03 1.261439016306e+07 -1.185126601620e-04
-3.263300000000e-03 -4.836255300508e-03 -4.906600000000e-03 6.464772902577e-04 -7.761472795137e+05 -3.868894794207e-05
-9.406100000000e-03 7.170069815651e-03 1.251800000000e-03 -8.137514163912e-03 6.738102471693e+06 2.080144854431e-04
-1.357500000000e-03 2.491036015234e-03 6.444400000000e-03 -2.762396364650e-03 -4.164326802796e+06 -1.391754220849e-04
-6.719000000000e-04 1.569521982190e-03 -2.526900000000e-03 -1.982854106084e-03 2.230800057579e+06 8.092217056557e-05
-6.647400000000e-04 -5.825554600264e-03 -3.229000000000e-03 9.839354420029e-04 -6.233988055543e+06 -7.504566527940e-06
3.794300000000e-03 5.898777460055e-05 4.372000000000e-03 -1.666024172618e-03 5.273684126404e+05 -1.041359792254e-04
1.880200000000e-03 2.468156947879e-03 2.714700000000e-03 -5.302063059840e-03 4.729840660097e+06 -1.218630727631e-04
6.334500000000e-03 -2.249413667363e-03 9.606000000000e-04 1.860980380062e-03 -1.547904915723e+07 -1.674549159600e-04
-4.230100000000e-03 -2.241359057545e-03 4.566900000000e-04 3.464154944985e-04 -6.027841515569e+06 1.627926269225e-04
-4.883600000000e-03 1.630703400951e-03 -1.139600000000e-03 -1.290865212120e-03 -1.547210351909e+07 -1.796871006714e-04
2.969700000000e-03 1.718022542425e-03 3.954300000000e-05 1.378198303577e-03 -2.889802204235e+06 7.375768215750e-05
-3.035900000000e-03 3.776643308254e-03 -5.018900000000e-03 9.747830698980e-04 -4.187803059707e+06 -2.456414791504e-04
2.655200000000e-03 -6.617128267108e-04 3.319200000000e-03 2.901300084410e-04 -3.404890728645e+06 3.475858331637e-05
1.407600000000e-03 1.516034919563e-03 -5.332300000000e-03 4.886479511799e-05 -3.827185527514e+06 2.221165335244e-04
1.726600000000e-04 -5.549474808889e-03 6.044500000000e-04 3.292988358218e-03 1.303001714932e+07 -7.380311277645e-05
7.856300000000e-04 -5.286154392126e-03 4.281700000000e-03 -5.996307962406e-03 1.528318216170e+07 -3.342023043179e-05
5.160300000000e-03 -1.788566433356e-03 -1.038900000000e-03 -6.442458687411e-04 -8.391442174371e+06 -1.287639752221e-04
3.962300000000e-03 3.510954288952e-03 -4.815800000000e-03 4.053669934130e-03 -1.409547803989e+07 -1.410206972373e-04
4.033500000000e-03 6.187436617215e-04 -1.687100000000e-03 3.042924575348e-04 4.814577445397e+06 -1.231232327463e-04
-7.151500000000e-03 2.447461854310e-04 -5.306200000000e-03 1.099437942807e-03 -3.526439396083e+06 -5.580684581575e-05
-1.116200000000e-04 -3.229286393341e-03 2.625100000000e-03 -1.446593904749e-03 -1.352037920195e+07 2.047020663259e-06
-8.077700000000e-03 4.837725948047e-03 1.513900000000e-03 -3.052390180949e-03 -9.281734071065e+06 -1.961478589581e-05
-6.566500000000e-03 6.200392816398e-04 2.042000000000e-03 3.294977333959e-03 -3.001210239989e+06 -9.229474815067e-05
3.906300000000e-03 -1.112545909503e-03 -6.055800000000e-03 -1.011323536005e-03 1.198942164329e+07 2.222115119166e-04
1.944900000000e-04 -2.156599712404e-03 -1.122800000000e-03 -2.073818915878e-03 -6.163420372048e+06 -2.274470807328e-04
6.535800000000e-03 -3.490012328280e-03 3.815100000000e-03 7.274308831740e-04 -1.367915648982e+07 -4.741537449565e-05
-6.785900000000e-03 5.608758125581e-03 -7.532100000000e-04 2.087570513585e-03 9.295486434581e+06 9.959057861154e-05
