 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1      -0.24177E+01       0.95049E-06       0.17370E+00      -0.27712E+01       0.66623E+00      -0.31325E+01
      0      1      -0.24760E+01      -0.40464E-05       0.46443E+00      -0.28690E+01      -0.29292E+00       0.38248E+01
      0      1      -0.11428E+02       0.27649E-05       0.41045E+00       0.46489E+01      -0.37318E-01       0.12730E+01
      0      1      -0.70419E+00      -0.45588E-06       0.25022E+00      -0.18174E+01      -0.31697E+00       0.20809E+01
      0      1       0.10193E+02       0.35360E-05       0.19374E+00      -0.87679E+00      -0.62078E+00       0.26769E+00
      0      1       0.11602E+02       0.41661E-05       0.28429E+00      -0.41391E+01      -0.70149E+00      -0.59648E+00
      0      1      -0.91861E+01      -0.40320E-05       0.18816E+00       0.18728E+00       0.46113E+00      -0.74796E+00
      0      1      -0.40647E+01       0.19888E-05       0.40157E+00       0.35169E+01      -0.81651E-01      -0.84959E+00
      0      1       0.11417E+02       0.29921E-05      -0.16103E+00      -0.40377E+00       0.71208E-01      -0.29350E+01
      0      1      -0.11860E+01      -0.13396E-05       0.17729E+00       0.15489E+01      -0.66424E+00       0.24825E+01
      0      1      -0.49116E+01       0.39788E-05       0.22839E-01      -0.53404E+01      -0.42470E+00       0.22329E+01
      0      1      -0.28170E+01      -0.29212E-05       0.49135E+00      -0.43290E+01       0.71682E+00      -0.21363E+01
      0      1      -0.97250E+01      -0.82112E-06      -0.55979E-01      -0.18575E+00       0.11733E+00       0.89093E+00
      0      1      -0.10079E+02       0.21528E-07       0.52501E+00      -0.21213E+01       0.30161E-01      -0.38219E+00
      0      1       0.59789E+01      -0.37529E-05      -0.19985E+00      -0.48109E+00      -0.80112E+00       0.89415E+01
      0      1      -0.31072E+01       0.13633E-05      -0.51432E-01       0.45723E+01       0.21554E+00      -0.65331E+01
      0      1      -0.36807E+01       0.15228E-05       0.46974E-01      -0.19776E+00       0.52151E+00       0.22750E+01
      0      1      -0.97473E+01      -0.38177E-05       0.14036E+00      -0.57980E+01      -0.42363E+00       0.34911E+01
      0      1       0.19845E+01      -0.37838E-05       0.13962E+00       0.14325E+01      -0.13947E+00      -0.39657E+01
      0      1       0.70073E+01      -0.26036E-05       0.20034E+00      -0.38923E+01      -0.54786E+00       0.23563E+01
      0      1       0.66181E+01       0.45484E-05      -0.54306E+00      -0.26657E+00      -0.51704E+00      -0.33255E+01
      0      1       0.39058E+01      -0.63439E-06       0.43401E+00       0.45508E+01       0.22106E+00       0.38680E+01
      0      1       0.51414E+01      -0.46762E-05      -0.35873E-01       0.24042E+01      -0.24887E-01      -0.11025E+01
      0      1       0.33400E+01       0.52288E-05      -0.74755E+00       0.29452E+00      -0.16243E+00       0.17370E+01
      0      1      -0.33098E+01      -0.15778E-05      -0.86974E+00       0.10333E+02      -0.82126E-01       0.28502E+01
      0      1      -0.65613E+01       0.38199E-05      -0.28727E+00       0.16924E+01      -0.32256E+00       0.33320E+01
      0      1      -0.10946E+02      -0.11902E-05       0.11752E+00      -0.48984E+01       0.11210E+00       0.48015E+01
      0      1       0.61796E+01       0.30101E-05      -0.38776E+00      -0.40499E+01      -0.13496E+00       0.66180E-01
      0      1      -0.10039E+02       0.42343E-05       0.81321E-01       0.24198E+01      -0.17555E+00      -0.54200E+01
      0      1      -0.10298E+02      -0.47490E-06       0.12389E+00       0.53629E+01       0.25230E+00       0.16050E+01
      0      1       0.11202E+02      -0.98489E-06       0.12886E+00      -0.41684E+01       0.86216E-01      -0.46363E+01
      0      1       0.64243E+01       0.24941E-05       0.41335E-01       0.10914E+01       0.35536E+00      -0.34753E+01
      0      1       0.65205E+00      -0.43052E-05      -0.53984E+00       0.21993E+01      -0.52091E+00       0.25006E+01
      0      1      -0.11811E+02       0.48638E-05      -0.62198E+00      -0.10360E+01      -0.57841E+00       0.33367E+00
      0      1       0.81814E+01       0.63079E-05      -0.74883E+00      -0.11653E+01       0.60412E+00      -0.65252E+01
      0      1       0.11856E+01       0.50075E-05      -0.72846E+00       0.17941E+01       0.81196E+00      -0.59339E+01
      0      1      -0.63900E+01       0.28375E-05      -0.32764E+00       0.33881E+01       0.55594E+00      -0.32648E+01
      0      1      -0.10058E+02      -0.27029E-05      -0.37362E+00       0.30696E+01       0.28233E+00       0.21273E+01
      0      1       0.96552E+01       0.21236E-05       0.19024E+00      -0.63956E+00       0.68860E+00      -0.42332E+01
      0      1       0.11175E+02       0.24970E-05       0.60132E+00      -0.46990E+01      -0.61256E-01       0.17105E+01
      0      1      -0.93289E+01       0.24737E-05       0.22494E+00      -0.49929E+00       0.50183E+00      -0.56041E+01
      0      1      -0.41540E+01       0.45133E-05       0.37653E+00      -0.71049E+00       0.91819E+00      -0.65359E+01
      0      1       0.29746E+01      -0.32082E-05      -0.22666E+00      -0.45109E+01       0.12847E+00      -0.34620E+01
      0      1       0.61827E+01       0.57396E-05      -0.10404E+01       0.70183E+01      -0.35860E+00       0.16211E+01
      0      1       0.10838E+02      -0.36579E-05       0.46888E+00       0.72658E+00       0.43759E+00       0.16945E-01
      0      1       0.25078E+01       0.18480E-06      -0.72786E+00       0.13322E+01      -0.49438E+00       0.12407E+01
      0      1       0.73982E+01      -0.23869E-05      -0.47003E+00       0.44846E+01      -0.12268E+00      -0.89987E+00
      0      1       0.39529E+01       0.49158E-05       0.19952E+00       0.18755E+00       0.66850E+00      -0.38626E+01
      0      1       0.79091E+01       0.24379E-05      -0.36237E+00      -0.13188E+01      -0.64749E+00      -0.83503E+00
      0      1       0.57460E+01       0.27732E-05       0.13920E+00       0.25610E+01       0.59501E+00       0.15934E+01
      0      1      -0.23650E+01      -0.39257E-05       0.16725E+00      -0.14842E+01       0.23880E+00       0.54552E-01
      0      1      -0.60690E+01      -0.27457E-05      -0.11191E+00      -0.65497E+01       0.46553E+00      -0.12802E+00
      0      1      -0.32935E+01       0.38009E-06      -0.82994E+00       0.79380E+01      -0.54950E+00       0.76554E+00
      0      1      -0.10137E+02      -0.37535E-05      -0.62999E-01       0.17213E+01      -0.14389E+00      -0.32304E+01
      0      1       0.89813E+01      -0.12956E-05       0.18868E+00       0.34529E+01       0.50630E+00      -0.18579E+00
      0      1       0.10336E+02       0.55587E-05      -0.63882E+00       0.26302E+01       0.83365E+00      -0.37236E+00
      0      1       0.31121E+01      -0.27408E-05      -0.15787E+00       0.26836E+01       0.40533E-01      -0.46487E+01
      0      1       0.84620E+01      -0.14140E-05       0.60959E+00      -0.13503E+01       0.23490E+00       0.25927E+00
      0      1       0.74480E+01      -0.41512E-05      -0.23126E+00      -0.97433E+01       0.32493E-01      -0.11589E+01
      0      1      -0.11489E+01       0.29898E-06       0.49110E+00       0.35588E+01       0.69783E+00      -0.14612E+01
      0      1       0.27129E+01       0.10878E-06       0.51350E-01       0.33943E+00       0.24348E+00       0.11883E+01
      0      1      -0.44008E+01       0.23720E-05       0.53622E+00      -0.84082E+00      -0.27447E+00       0.90067E+00
      0      1      -0.38325E+01      -0.81820E-06       0.57746E+00       0.34687E+01       0.44356E+00       0.97157E+00
      0      1      -0.48220E+01      -0.22885E-05       0.20752E+00      -0.56615E+01      -0.63203E-01      -0.40633E+00
      0      1      -0.10692E+02       0.10785E-05       0.34291E+00       0.28684E+01       0.83172E+00      -0.10032E+02
      0      1       0.82968E+01       0.51131E-05       0.42109E+00       0.19236E+01      -0.59586E+00       0.27197E+01
      0      1      -0.39414E+01      -0.31407E-05       0.50844E+00       0.44050E+00       0.93029E-02      -0.93177E+00
      0      1       0.22079E+01      -0.30429E-05      -0.83272E+00       0.60981E+01       0.25033E+00       0.16908E+01
      0      1      -0.25143E+01      -0.20564E-05       0.40291E+00      -0.58270E+00      -0.61613E+00       0.63852E+01
      0      1       0.56590E+01      -0.45543E-05       0.28319E+00      -0.17769E+01      -0.54055E-01      -0.44317E+01
      0      1       0.88035E+01       0.14792E-05      -0.14026E+00       0.21682E+01       0.40716E-01       0.16118E+01
      0      1       0.90284E+01      -0.31385E-05      -0.49019E+00       0.22914E+00      -0.16928E+00      -0.17265E+01
      0      1      -0.56221E+01       0.52749E-05      -0.10497E+01       0.79994E+01       0.81387E+00      -0.98456E+01
      0      1      -0.30354E+01       0.38048E-05       0.21944E+00      -0.29756E+01       0.23261E-01       0.12711E+01
      0      1       0.95849E+01      -0.38505E-05       0.52053E-01       0.29491E+01      -0.91876E+00       0.27728E+01
      0      1      -0.10646E+02      -0.28331E-05       0.21323E-01       0.53438E+01      -0.24536E+00       0.40472E+01
      0      1       0.59236E+01       0.22148E-05       0.33921E-01       0.59015E+00      -0.24726E+00      -0.65979E+00
      0      1      -0.80163E+01      -0.21370E-05      -0.45986E+00       0.36466E+01       0.91034E-01       0.19230E+01
      0      1       0.44259E+01       0.48378E-06       0.59186E+00      -0.50959E+00      -0.46579E+00       0.37030E+01
      0      1       0.11096E+02      -0.44078E-05       0.50465E+00      -0.31942E+01      -0.46515E+00       0.22018E+01
      0      1      -0.16799E+01      -0.34201E-05      -0.60968E+00      -0.34754E+00      -0.49617E+00       0.16599E+01
      0      1      -0.67841E+01      -0.74118E-06       0.16302E+00      -0.68252E+01      -0.59396E-01       0.39184E+01
      0      1       0.17024E+01       0.36783E-05      -0.79809E-01      -0.55879E+01       0.18969E+00      -0.36464E+01
      0      1       0.10264E+02       0.31513E-05       0.13083E+00       0.34630E+01       0.64414E-01       0.12173E+01
      0      1       0.68960E+01       0.13344E-05       0.27751E+00      -0.72058E+00       0.43054E+00      -0.60067E+00
      0      1       0.12283E+02      -0.46256E-05       0.13443E+00       0.34854E+00      -0.12194E+00      -0.39332E+01
      0      1      -0.56295E+01       0.10292E-06       0.34595E+00      -0.49707E+01       0.53010E+00      -0.57204E+01
      0      1      -0.66656E+01      -0.32806E-05       0.44081E+00      -0.27011E+01       0.50926E+00      -0.34602E+01
      0      1       0.22635E+00      -0.46047E-05       0.17457E+00      -0.16448E+01      -0.47755E+00       0.59411E+01
      0      1      -0.49464E+01      -0.12646E-05      -0.90694E-01      -0.13969E+01      -0.90220E+00       0.10231E+01
      0      1      -0.79988E+01      -0.45819E-05      -0.74736E+00       0.86668E+01      -0.25728E+00       0.98449E+00
      0      1       0.57766E+01       0.49036E-05       0.32737E+00       0.29146E+01       0.30574E+00      -0.68605E+01
      0      1      -0.60831E+01       0.32148E-05      -0.32626E+00       0.22558E+01      -0.17284E+00      -0.65718E+00
      0      1       0.85127E+01       0.14101E-05      -0.37538E+00       0.23143E+01      -0.57327E+00       0.42380E+01
      0      1       0.75478E+01      -0.39867E-05       0.24684E+00      -0.10570E+01      -0.21258E-01       0.49465E+00
      0      1      -0.42017E+01      -0.91953E-06       0.43927E+00       0.16476E+01       0.36282E+00      -0.11794E+01
      0      1      -0.81361E+01      -0.40815E-07       0.29263E+00      -0.39219E+01      -0.86580E+00       0.37190E+01
      0      1       0.11741E+02       0.98791E-06       0.43846E+00       0.11420E+01       0.24025E-01       0.22417E+01
      0      1      -0.12142E+02       0.22243E-05       0.47015E+00       0.21037E+01       0.27438E+00       0.10358E+01
      0      1       0.10808E+02       0.43968E-05      -0.54143E+00       0.29104E+01       0.28733E+00       0.19365E+01
      0      1      -0.11962E+02      -0.27206E-05       0.49488E+00       0.14774E+00      -0.11610E+00      -0.56815E+01
      0      1      -0.44411E+01      -0.28455E-05      -0.27786E+00       0.16463E+01       0.69313E+00       0.64912E+00
      0      1       0.85848E+01      -0.15269E-05       0.43789E+00      -0.85657E+00       0.93497E-01       0.24412E+01
      0      1      -0.58083E+01      -0.44871E-05      -0.89478E-01      -0.10830E+00      -0.19623E+00      -0.14254E+01
      0      1       0.46305E+00      -0.23691E-05      -0.54334E-01      -0.10737E+02      -0.25001E+00       0.38537E+01
      0      1       0.92043E+01       0.40240E-05       0.20791E-01      -0.10383E+02       0.31168E+00      -0.22020E+01
      0      1      -0.17300E+01       0.55751E-05       0.66354E+00       0.15257E+01      -0.87830E+00       0.88366E+01
      0      1       0.76532E+01      -0.34098E-05      -0.51620E+00       0.12766E+01      -0.54735E-01      -0.38858E+01
      0      1      -0.22572E+01      -0.15553E-05       0.47353E+00       0.16991E+00       0.22159E+00       0.39726E+01
      0      1       0.84560E+01       0.22217E-05       0.29904E+00      -0.43143E+00       0.34715E+00      -0.82339E+01
      0      1       0.38784E+01      -0.33120E-06      -0.92878E-01       0.82497E+00      -0.55817E+00       0.41548E+01
      0      1       0.10764E+02       0.41921E-05       0.53697E+00      -0.43918E+01       0.15589E+00      -0.28603E+01
      0      1      -0.64186E+01       0.50299E-05       0.49375E+00       0.86976E+00      -0.65096E+00       0.27802E+01
      0      1      -0.23133E+01      -0.44125E-05       0.17338E-01      -0.71114E+01      -0.19143E+00      -0.42776E+01
      0      1      -0.71537E+01       0.19845E-05       0.18119E+00      -0.13672E+01       0.51667E-01       0.37409E+00
      0      1      -0.35633E+01       0.49068E-05       0.57080E+00      -0.35213E+01       0.27976E+00       0.23750E+01
      0      1      -0.13289E+00      -0.42167E-05       0.30686E+00      -0.23850E+01      -0.20730E+00      -0.13584E+01
      0      1       0.56524E+01      -0.37855E-05      -0.37930E+00       0.35069E+01      -0.94659E-01       0.12233E+01
      0      1       0.67341E+01       0.11993E-06       0.10942E+00       0.25191E+01       0.60158E+00      -0.65659E+00
      0      1       0.66407E+01      -0.32513E-07       0.38994E+00       0.26754E+01      -0.43663E+00       0.44075E+01
      0      1       0.68812E+01      -0.41138E-06      -0.14537E+00      -0.17216E+01       0.22032E+00      -0.53355E+01
      0      1       0.10188E+02      -0.33553E-05      -0.54396E+00       0.26089E+01       0.77043E+00      -0.71584E+01
      0      1       0.84199E+01       0.35071E-05       0.47212E+00       0.12501E+01       0.11624E+00       0.73614E+00
      0      1      -0.35919E+01      -0.12905E-05       0.49570E-01      -0.71912E+00      -0.81931E+00       0.87103E+01
      0      1      -0.56103E+01       0.30460E-05      -0.82729E-01      -0.45657E+01      -0.23615E+00       0.37921E+01
      0      1      -0.11913E+02       0.18889E-05       0.12267E+00      -0.14350E+01       0.12542E+00      -0.81069E+00
      0      1      -0.98881E+01      -0.34162E-05       0.50007E+00       0.65310E+00      -0.13625E+00       0.42501E+00
      0      1       0.70666E+01       0.34723E-05       0.18940E+00      -0.32535E+01      -0.61922E+00       0.33400E+01
      0      1       0.11615E+02      -0.17482E-05      -0.32529E+00       0.26763E+01       0.62814E+00      -0.59354E+00
      0      1      -0.53306E+01       0.25080E-05      -0.34453E+00       0.16626E+01       0.14178E+00       0.17093E+01
      0      1      -0.23291E+01       0.25641E-06      -0.74587E+00       0.42078E+01       0.57637E+00       0.51960E+00
      0      1      -0.71475E+01      -0.30346E-05      -0.41254E+00       0.17575E+01      -0.23855E+00       0.66948E+00
      0      1       0.52916E+01       0.22458E-05       0.85038E-01       0.33237E+00      -0.33107E+00       0.31358E+01
      0      1       0.95996E+00       0.28646E-05       0.19439E-01       0.38030E+01      -0.85480E-01       0.90434E+00
      0      1      -0.19599E+01      -0.46132E-05       0.32379E+00      -0.14813E+01      -0.75088E-01       0.61956E+01
      0      1      -0.11903E+02      -0.39203E-05      -0.46698E-01      -0.50683E+01       0.30605E+00      -0.31133E+00
      0      1      -0.37785E+01       0.21139E-05      -0.51387E+00       0.97031E+00       0.89843E-02       0.89039E+00
      0      1       0.55629E+01      -0.48810E-05      -0.90704E-01      -0.36734E+01      -0.10905E+00      -0.64462E+01
      0      1       0.84407E+01      -0.28484E-05      -0.17877E+00      -0.47299E+01      -0.65007E-01       0.41616E+00
      0      1      -0.11593E+02      -0.63339E-06       0.61543E+00       0.62695E+00      -0.17007E+00       0.11560E+01
      0      1      -0.31834E+01       0.50952E-05      -0.29031E+00       0.32924E+00      -0.66629E+00       0.33880E+01
      0      1      -0.12140E+01       0.35751E-06       0.98178E-01      -0.34746E-01      -0.56549E+00       0.53573E+01
      0      1      -0.10406E+02       0.40605E-05       0.36330E+00      -0.26195E+01      -0.24631E+00      -0.41729E+01
      0      1      -0.68982E+01       0.16889E-05       0.40808E-01      -0.19851E+01       0.21016E+00       0.99588E+00
      0      1       0.17563E+00      -0.10730E-05      -0.79572E+00       0.70811E+01      -0.55869E-01       0.35079E+01
      0      1       0.11549E+02       0.21346E-05       0.29882E-03       0.27282E+01       0.29812E-01       0.45489E+01
      0      1      -0.57068E+01       0.50866E-05      -0.23142E+00      -0.80069E+01       0.67591E-01       0.11000E+00
      0      1       0.58577E+01      -0.79632E-06       0.26288E+00      -0.20673E+01       0.19833E+00      -0.31120E+01
      0      1       0.19223E+01       0.31745E-05       0.49483E+00      -0.16384E+01       0.40470E+00      -0.22004E+00
      0      1      -0.11939E+02      -0.19845E-05      -0.57914E+00       0.15347E+01       0.15926E+00       0.11763E+01
      0      1       0.63671E+01      -0.22185E-05      -0.72835E+00       0.50827E+01       0.16979E+00      -0.33715E+01
      0      1       0.27835E+01      -0.46293E-05       0.24575E+00      -0.91837E+00       0.68508E-01       0.26560E+01
      0      1      -0.96621E+01      -0.29256E-05       0.39493E-01       0.25624E+00      -0.65269E+00       0.40327E+01
      0      1       0.98308E+01       0.12974E-05      -0.26519E+00      -0.14542E+01       0.65465E-01      -0.40349E+00
      0      1      -0.47342E+01       0.76481E-06      -0.44848E+00      -0.32950E+01       0.52945E+00      -0.60415E+01
      0      1       0.76052E+01      -0.24645E-05       0.31663E+00       0.32924E+01       0.12681E+00      -0.23315E+00
      0      1       0.89038E+01       0.56225E-05       0.45852E+00       0.45903E+01       0.74640E-01       0.13612E+01
      0      1       0.51019E+01      -0.42543E-05      -0.83711E+00       0.92303E+01      -0.62196E+00       0.60070E+01
      0      1       0.76021E+01      -0.43973E-05      -0.19240E+00       0.22719E+01       0.86993E-01       0.15405E+00
      0      1       0.60872E+01      -0.12807E-05      -0.19118E+00      -0.35502E+01       0.37266E+00      -0.87592E+01
      0      1      -0.49986E+01       0.21663E-05      -0.40544E-01      -0.30497E+00       0.22665E-01      -0.85433E+00
      0      1       0.48902E+01       0.13568E-05       0.29136E+00      -0.11298E+01      -0.46342E+00       0.28981E+01
      0      1       0.93781E+01       0.42089E-05      -0.64162E-02       0.68032E+00      -0.62408E+00      -0.17398E+01
      0      1      -0.32970E+01      -0.37317E-05       0.10107E+00      -0.58536E+01       0.53867E+00       0.20693E+01
      0      1       0.11110E+02      -0.22220E-06       0.51931E+00      -0.15339E+01      -0.70651E+00       0.34432E+01
      0      1       0.80388E+00       0.23963E-05      -0.35620E+00       0.31254E+01      -0.13988E+00       0.16157E+01
      0      1       0.33059E+01       0.48843E-05       0.43648E+00      -0.27353E+00      -0.39892E+00       0.32093E+01
      0      1      -0.30118E+01       0.26498E-05      -0.11295E+00      -0.16761E+01       0.80132E+00      -0.63785E+01
      0      1       0.57992E+01      -0.45637E-05       0.32848E+00      -0.17695E+01       0.30458E+00      -0.58504E+01
      0      1       0.23761E+01       0.39064E-05       0.25027E+00      -0.19232E+01      -0.27060E+00       0.33518E+01
      0      1      -0.98899E+00       0.24066E-05       0.16843E+00       0.40077E+01       0.60773E+00       0.14859E+01
      0      1       0.12789E+00      -0.94402E-06       0.39240E-01      -0.12485E+01      -0.89780E+00       0.20853E+01
      0      1      -0.50344E+00      -0.23856E-05      -0.57599E+00       0.24207E+01       0.59722E+00      -0.20341E+01
      0      1       0.99858E+01      -0.52289E-05       0.23444E+00      -0.27860E+01       0.28530E+00      -0.33965E+01
      0      1      -0.48154E+01      -0.22800E-05       0.27367E+00       0.50248E+01      -0.25930E+00       0.26569E+00
      0      1       0.43055E+01       0.59752E-08      -0.18471E+00       0.79707E+00      -0.32284E-01       0.18693E+00
      0      1       0.92890E+01       0.44978E-06      -0.42707E-01       0.67958E+00      -0.57277E+00       0.61316E+01
      0      1       0.66665E+00       0.27399E-05       0.16122E-01       0.17042E+01       0.55245E+00      -0.71354E+01
      0      1      -0.36613E+00      -0.49834E-05       0.29387E+00      -0.93016E+00      -0.10052E+00      -0.11295E+01
      0      1       0.34912E+01      -0.37675E-05      -0.76172E+00       0.79410E+01      -0.28692E+00       0.13173E+01
      0      1      -0.71420E+01       0.35946E-05       0.49951E+00      -0.53404E+01       0.31535E+00       0.15739E+00
      0      1      -0.10157E+02      -0.28574E-05       0.48420E+00       0.17338E+01       0.70778E+00      -0.50590E+01
      0      1      -0.10599E+02       0.19887E-05       0.14449E+00       0.20228E+01      -0.33545E+00      -0.69916E+00
      0      1       0.10130E+02       0.18949E-05       0.35242E-01      -0.78051E+01       0.31520E+00       0.20040E+01
      0      1       0.41817E+01      -0.21029E-05       0.26867E+00      -0.17388E+01      -0.97815E-01       0.25964E+01
      0      1      -0.16385E+01      -0.35960E-05      -0.58703E+00       0.38483E+01       0.28959E+00      -0.34024E+01
      0      1       0.96517E+01      -0.56586E-06       0.34528E-01      -0.26951E+01       0.17686E+00      -0.47328E+00
      0      1      -0.44214E+01      -0.66101E-06      -0.63618E+00       0.16027E+01      -0.21169E+00       0.25952E+01
      0      1       0.10032E+01       0.40015E-05      -0.96332E+00       0.59179E+01       0.38512E-01      -0.30189E+01
      0      1      -0.22698E+01       0.36659E-05      -0.23240E+00       0.18975E+01      -0.19702E-01      -0.24100E+01
      0      1      -0.41923E+01      -0.13915E-05      -0.19917E+00      -0.43264E+00       0.52255E+00      -0.10358E+02
      0      1       0.54767E+01       0.48492E-05       0.48990E+00      -0.20516E+00       0.28979E+00       0.17210E-01
      0      1      -0.67478E+01      -0.23403E-05      -0.40205E+00      -0.25543E+01       0.54380E+00      -0.24616E+01
      0      1      -0.97302E+01       0.39450E-05      -0.43344E+00       0.31093E+01       0.54402E+00      -0.33045E+00
      0      1      -0.10601E+02      -0.16155E-05      -0.38026E+00       0.15633E+01       0.23595E+00       0.34506E+01
      0      1       0.10134E+00      -0.38014E-05       0.13658E+00       0.13417E+01       0.28287E+00       0.18496E+01
      0      1      -0.30834E+01       0.25799E-05       0.26656E+00      -0.47905E+01       0.18357E+00      -0.66681E+01
      0      1      -0.72351E+01       0.47061E-05       0.31265E-01      -0.98317E+01       0.50652E+00      -0.34156E+01
      0      1      -0.92687E+01       0.51429E-05       0.47517E+00       0.26532E+01       0.58663E+00      -0.25217E+00
      0      1      -0.79861E+01      -0.12919E-06      -0.19530E+00      -0.22651E+01       0.53694E+00       0.49562E+00
      0      1      -0.94966E+01      -0.40538E-05      -0.77145E+00       0.74613E+01       0.11618E+00      -0.30464E+01
      0      1      -0.53925E+01      -0.33588E-05      -0.26464E+00       0.34733E+00       0.57786E+00      -0.64144E+01
      0      1      -0.78297E+01      -0.23768E-05      -0.64175E-01       0.24456E+01       0.13186E-01       0.49119E+01
      0      1       0.10276E+02      -0.36216E-05       0.11215E+00      -0.22448E+01      -0.15107E+00       0.11992E+01
      0      1       0.56607E+01       0.58399E-06      -0.35736E+00       0.32592E+01      -0.11242E-01      -0.18160E+01
      0      1      -0.80303E+01      -0.47819E-07       0.31575E+00       0.35767E+01      -0.23018E+00      -0.15706E+01
      0      1       0.17910E+01       0.30416E-06       0.69498E-01      -0.43443E+01       0.59145E+00      -0.36042E+01
      0      1      -0.92253E+01      -0.19941E-05      -0.14607E+00       0.11452E+01       0.26293E+00       0.42969E+01
      0      1       0.55398E+01       0.30979E-05       0.33750E+00      -0.10739E+01       0.12053E+00       0.33921E+01
      0      1      -0.11876E+02      -0.22624E-05      -0.48122E-01       0.81784E+00       0.16017E-01       0.10048E+01
      0      1      -0.68512E+00       0.10808E-05       0.25990E+00      -0.69087E+00       0.24181E-01       0.44743E+00
      0      1      -0.36186E+01      -0.40259E-05       0.20353E+00       0.47901E+00      -0.23883E+00      -0.12531E+01
      0      1       0.63282E+01      -0.43552E-05       0.16556E+00       0.47102E+01      -0.43202E-01      -0.29399E+01
      0      1       0.10449E+01       0.24267E-05       0.36358E+00       0.38438E+01       0.33420E+00       0.19615E+01
      0      1      -0.65036E-01      -0.42370E-05       0.62703E+00      -0.32094E+01      -0.26120E+00       0.28070E+00
      0      1       0.11036E+02      -0.47931E-06      -0.60103E+00      -0.19947E+01       0.47056E+00      -0.26118E+01
      0      1       0.10159E+02      -0.17830E-05       0.39222E+00      -0.23433E+01      -0.16083E+00       0.93841E+00
      0      1      -0.44315E+01       0.50929E-05       0.40782E+00       0.35387E+01       0.11363E-01       0.39177E+00
      0      1       0.11069E+01      -0.24947E-05      -0.30726E+00       0.38201E+01       0.51710E+00       0.41737E+01
      0      1      -0.10123E+02      -0.32250E-05      -0.41909E+00      -0.74923E+00       0.51475E+00      -0.31152E+01
      0      1      -0.84835E+01      -0.17166E-05       0.28103E+00       0.15918E+00       0.44107E+00       0.31444E+01
      0      1      -0.38482E+01      -0.23942E-05       0.41773E+00       0.43951E+00      -0.15858E+00       0.21271E+01
      0      1       0.50030E+00      -0.50802E-05       0.53174E+00      -0.23069E+01       0.75062E+00      -0.10639E+02
      0      1      -0.37720E+01      -0.11917E-05       0.26618E-01      -0.18055E+01       0.14375E+00      -0.20522E+01
      0      1       0.32116E+01       0.79579E-07       0.38892E+00      -0.29887E+01       0.56373E+00       0.40956E+01
      0      1      -0.79159E+00      -0.20982E-06      -0.90983E+00       0.34161E+01      -0.44339E+00       0.61625E+01
      0      1       0.87279E+01      -0.81896E-06      -0.14022E+00       0.10223E+01       0.11316E+00       0.16577E+01
      0      1       0.10340E+02       0.41751E-05       0.96235E-01       0.30577E+01      -0.96988E+00       0.10465E+02
      0      1       0.41842E+01      -0.47041E-05      -0.20527E+00      -0.46070E+01       0.25811E-01       0.21412E+01
      0      1       0.64607E+01       0.21980E-05      -0.39418E+00      -0.58817E+01       0.43438E+00       0.90109E+00
      0      1      -0.12075E+02      -0.36701E-05       0.20384E+00      -0.11400E+01      -0.44636E+00       0.13634E+01
      0      1       0.74330E+00      -0.24606E-05      -0.55151E+00      -0.10122E+01      -0.23640E+00       0.24403E+00
      0      1      -0.46427E+01       0.90957E-06       0.41463E+00       0.13043E+01      -0.49745E+00       0.50393E+01
      0      1      -0.36813E+01      -0.36046E-06       0.42325E+00      -0.51384E+01       0.60216E+00      -0.60005E+01
      0      1       0.74947E+01       0.29740E-06       0.29307E+00       0.33130E+01      -0.15474E+00      -0.37785E+01
      0      1      -0.18181E+01       0.25244E-05       0.31855E-01       0.11742E+01       0.50091E-02       0.30296E+00
      0      1       0.11004E+01      -0.35809E-05       0.76925E-01      -0.11124E+02      -0.26516E+00      -0.11912E+01
      0      1       0.57362E+01      -0.15579E-05      -0.80427E+00       0.44149E+01      -0.50357E+00       0.39580E+01
      0      1       0.77451E+01       0.38929E-05       0.19066E-01       0.16532E+01      -0.12523E-01       0.47484E+01
      0      1      -0.10661E+02      -0.34415E-05      -0.47504E+00       0.21180E+01       0.44881E+00      -0.64951E+01
      0      1      -0.26912E+01       0.35863E-05       0.26369E+00       0.10995E+01      -0.19203E+00       0.14883E+01
      0      1      -0.60339E+01      -0.15345E-05       0.24101E+00      -0.22630E+01       0.55086E+00      -0.58582E+01
      0      1       0.11220E+02       0.44722E-05      -0.13349E+00       0.51499E+01      -0.74864E+00       0.69668E+01
      0      1       0.24247E+01       0.46285E-06       0.67350E-01      -0.13457E+01      -0.42451E+00       0.19618E+01
      0      1       0.61298E+01      -0.33784E-05      -0.34037E+00      -0.11864E+01       0.44533E-01      -0.29019E+00
      0      1      -0.63783E+01       0.45934E-06       0.26126E+00      -0.90232E+00       0.64833E+00      -0.40550E+01
      0      1      -0.83993E+01       0.33265E-05      -0.15801E+00      -0.10831E+00       0.46309E+00      -0.22516E+01
      0      1       0.39706E+01      -0.81305E-06      -0.74328E+00       0.70292E+01       0.25453E+00      -0.23139E+01
      0      1       0.86678E+00      -0.20569E-05      -0.14931E+00      -0.24087E+01       0.75077E+00      -0.10290E+02
